STATION,DATE,TAVG,TMIN,TMAX,AWND,WSF2,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT10,WT11,WT13,WT14,WT15,WT16,WT17,WT18,WT19,WT21,WT22
USW00014765,2005/10/15,,53,64,13.65,21.9,1,,,,,,,,,,,1,,,1,,,,,
USW00014765,2005/10/16,,50,64,18.57,36.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2005/10/17,,47,61,13.2,23.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2005/10/18,,43,67,8.28,21.9,,,,,,,,,,,,,,,1,,,,,
USW00014765,2005/10/19,,45,66,8.5,19.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2005/10/20,,44,58,8.72,17.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2005/10/21,,37,56,4.03,13,,,,,,,,,,,,,,,,,,,,
USW00014765,2005/10/22,,36,49,8.28,17.9,1,,,,,,,,,,,1,,,1,,,,,
USW00014765,2005/10/23,,44,50,10.51,21,1,,,,,,,,,,,1,1,,1,,,,,
USW00014765,2005/10/24,,37,50,8.95,17.9,1,,,,,,,,,,,1,1,,1,,,,,
USW00014765,2005/10/25,,41,51,20.58,34.9,1,,,,,,,,,,,1,1,,1,,,,,
USW00014765,2005/10/26,,39,51,12.3,25.9,1,,,,,,,,,,,1,1,,1,,,,,
USW00014765,2005/10/27,,36,50,6.93,14.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2005/10/28,,40,46,9.17,15,,,,,,,,,,,,,,,,,,,,
USW00014765,2005/10/29,,36,46,10.29,17.9,1,,,,,,,,,,,1,,,1,,1,,,
USW00014765,2005/10/30,,39,68,9.4,17.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2005/10/31,,40,70,7.16,15,,,,,,,,,,,,,,,,,,,,
USW00014765,2005/11/1,,40,70,10.29,25.1,1,,,,,,,,,,,1,,,,,,,,
USW00014765,2005/11/2,,42,59,10.29,21.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2005/11/3,,33,62,12.3,30,,,,,,,,,,,,,,,,,,,,
USW00014765,2005/11/4,,44,66,7.16,17,1,,,,,,,,,,,1,,,,,,,,
USW00014765,2005/11/5,,44,73,4.03,13,1,,,,,,,1,,,,1,,,,,,,,
USW00014765,2005/11/6,,55,62,7.16,21.9,1,,1,,,,,1,,,,1,,,1,,,,,
USW00014765,2005/11/7,,40,62,8.95,25.1,,,,,,,,,,,,,,,1,,,,,
USW00014765,2005/11/8,,40,61,8.05,17,,,,,,,,,,,,,,,,,,,,
USW00014765,2005/11/9,,38,60,10.29,21.9,1,,1,,,,,,,,,1,,,1,,,,,
USW00014765,2005/11/10,,35,62,11.41,28,1,,1,,,,,,,,,1,,,1,,,,,
USW00014765,2005/11/11,,31,45,8.72,19.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2005/11/12,,27,53,4.47,15,,,,,,,,,,,,,,,,,,,,
USW00014765,2005/11/13,,33,61,9.62,21,1,,,,,,,,,,,1,,,,,,,,
USW00014765,2005/11/14,,42,68,9.4,19.9,,,,,,,,,,,,,,,1,,,,,
USW00014765,2005/11/15,,37,56,3.58,10.1,1,,,,,,,,,,,1,1,,1,,,,,
USW00014765,2005/11/16,,50,68,17,30,1,,,,,,,,,,,1,,,1,,,,,
USW00014765,2005/11/17,,34,50,9.62,21,1,,,,,,,,,,,1,,,1,,,,,
USW00014765,2005/11/18,,30,41,8.28,19.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2005/11/19,,24,45,3.58,14.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2005/11/20,,30,58,8.95,19.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2005/11/21,,35,57,6.93,15,1,,,,,,,,,,,1,,,1,,,,,
USW00014765,2005/11/22,,35,50,13.42,23,1,,1,,,,,,,,,1,,,1,,,,,
USW00014765,2005/11/23,,24,35,10.29,21.9,,,,,,,,,,,,,,,,,1,,,
USW00014765,2005/11/24,,26,45,9.17,29.1,1,1,,1,,,,,,,,1,,,1,,1,,,1
USW00014765,2005/11/25,,22,34,9.17,21,,,,,,,,,,,,,,,,,1,,,
USW00014765,2005/11/26,,20,39,2.46,10.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2005/11/27,,34,47,3.58,8.9,,,,,,,,,,,,,1,,1,,,,,
USW00014765,2005/11/28,,40,57,5.14,12.1,1,,,,,,,1,,,,1,,,1,,,,,
USW00014765,2005/11/29,,52,60,12.08,19.9,1,,,,,,,,,,,1,1,,1,,,,,
USW00014765,2005/11/30,,47,60,12.97,21.9,1,,,,,,,,,,,1,,,1,,,,,
USW00014765,2005/12/1,,39,49,9.84,19.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2005/12/2,,34,44,16.11,28,,,,,,,,,,,,,,,,,,,,
USW00014765,2005/12/3,,29,38,13.65,25.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2005/12/4,,26,31,6.71,14.1,1,,,,,1,,,,,,1,,,1,1,1,,,1
USW00014765,2005/12/5,,21,33,4.7,12.1,,,,,,,,,,,,,,,,,1,,,
USW00014765,2005/12/6,,24,37,8.28,17,1,,,,,,,,,,,1,,,,,1,,,
USW00014765,2005/12/7,,20,31,13.42,25.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2005/12/8,,19,35,8.05,17.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2005/12/9,,22,39,10.29,36,1,1,,1,,,,,1,,,1,,,1,,1,,,1
USW00014765,2005/12/10,,21,37,8.72,17,,,,,,,,,,,,,,,,,,,,
USW00014765,2005/12/11,,22,42,6.71,16.1,1,,,,,,,,,,,1,,,,,,,1,
USW00014765,2005/12/12,,23,41,6.26,17,,,,,,,,,,,,,,,,,,,,
USW00014765,2005/12/13,,14,25,11.41,19.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2005/12/14,,10,25,8.5,17.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2005/12/15,,10,32,3.36,8.9,,,,,,,,,,,,,,,1,,1,,,
USW00014765,2005/12/16,,30,51,12.08,31.1,1,1,,1,,1,,,,,,1,,1,1,1,,,1,
USW00014765,2005/12/17,,25,40,6.04,14.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2005/12/18,,23,35,4.47,13,,,,,,,,,,,,,,,,,,,,
USW00014765,2005/12/19,,22,35,7.38,17.9,1,,,,,,,,,,,1,,,,,,,,
USW00014765,2005/12/20,,21,34,10.96,17,,,,,,,,,,,,,,,,,,,,
USW00014765,2005/12/21,,20,31,6.93,14.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2005/12/22,,20,36,8.05,16.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2005/12/23,,34,46,8.28,17,,,,,,,,,,,,,,,,,,,,
USW00014765,2005/12/24,,31,53,5.37,12.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2005/12/25,,27,53,2.91,17,1,,,,,,,1,,,,1,,,1,,,,1,
USW00014765,2005/12/26,,38,54,8.5,23,1,1,,,,,,,,,,1,1,,1,,,,,
USW00014765,2005/12/27,,28,44,12.97,25.9,,,,,,,,,,,,,,,,,1,,,
USW00014765,2005/12/28,,24,45,5.82,16.1,1,,,,,,,,,,,1,,,,,,,,
USW00014765,2005/12/29,,41,52,7.16,15,1,,,,,,,,,,,1,1,,1,,,,1,
USW00014765,2005/12/30,,30,49,12.08,28,1,1,,,,,,,,,,1,1,,1,,,,,
USW00014765,2005/12/31,,26,35,5.82,10.1,1,,,,,,,,,,,1,,,,,1,,,
USW00014765,2006/1/1,,27,33,5.59,14.1,1,,,,,,,,,,,1,,,,,1,,,
USW00014765,2006/1/2,,31,42,4.03,10.1,1,,,,,,,,,,,1,,,1,,1,,,
USW00014765,2006/1/3,,31,36,16.11,25.9,1,1,,1,,,,,,,,,,,1,,1,,,
USW00014765,2006/1/4,,28,34,12.08,23.9,1,,,,,,,,,,,1,,,,,,,,
USW00014765,2006/1/5,,31,41,3.36,16.1,1,,,1,,,,,,,,,1,,1,,1,,,
USW00014765,2006/1/6,,29,39,6.04,16.1,1,,,,,,,,,,,1,,,,,,,1,
USW00014765,2006/1/7,,23,33,7.16,15,,,,,,,,,,,,,,,,,,,,
USW00014765,2006/1/8,,23,40,3.13,14.1,1,,,,,,,1,,,,1,,,1,,1,,,
USW00014765,2006/1/9,,27,57,7.16,17,1,,,,,,,1,,,,1,,,,,,,,
USW00014765,2006/1/10,,29,47,6.71,16.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2006/1/11,,30,57,6.26,29.1,1,1,,,,,,,,,,1,1,,1,,,,,
USW00014765,2006/1/12,,36,55,9.84,28,1,,,,,,,,,,,1,,,1,,,,,
USW00014765,2006/1/13,,30,50,5.37,15,1,1,,,,,,,,,,1,1,,1,,,,,
USW00014765,2006/1/14,,47,57,11.86,28,1,,,,,,,,,,,1,,,1,,,,,
USW00014765,2006/1/15,,12,46,20.58,31.1,1,,,,,,,,1,,,,1,,1,,1,,,
USW00014765,2006/1/16,,8,31,14.32,21.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2006/1/17,,22,42,6.71,14.1,,,,1,,,,,,,,,,,1,,,,,
USW00014765,2006/1/18,,36,58,25.05,36,1,,,,,,,,,,,1,,,1,,,,,
USW00014765,2006/1/19,,32,44,10.96,21.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2006/1/20,,36,58,8.72,21.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2006/1/21,,37,59,12.3,31.1,,,,,,,,,,,,,,,1,,,,,
USW00014765,2006/1/22,,30,41,5.82,17,,,,,,,,,,,,,,,,,,,,
USW00014765,2006/1/23,,32,37,7.83,19.9,1,,,1,,,,,,,,,1,,1,,1,,,
USW00014765,2006/1/24,,27,41,5.14,14.1,1,,,,,,,,,,,,,,,,,,,
USW00014765,2006/1/25,,32,45,8.5,21,1,,,,,,,,,,,1,,,1,,,,,
USW00014765,2006/1/26,,26,40,15.43,23,,,,,,,,,,,,,,,,,1,,,
USW00014765,2006/1/27,,22,41,10.51,19.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2006/1/28,,33,55,9.62,17,,,,,,,,,,,,,,,,,,,,
USW00014765,2006/1/29,,31,52,6.93,21,1,,,,,,,,,,,1,,,1,,,,,
USW00014765,2006/1/30,,36,50,8.72,15,1,,,,,,,,,,,1,1,,1,,,,,
USW00014765,2006/1/31,,31,41,15.66,25.9,1,,,1,,,,,,,,,1,,1,,1,,,
USW00014765,2006/2/1,,31,44,7.38,17.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2006/2/2,,28,48,5.14,15,1,,,,,,,,,,,1,,,,,,,,
USW00014765,2006/2/3,,39,55,9.84,29.1,1,,,,,,,,,,,1,1,,1,,,,,
USW00014765,2006/2/4,,33,53,5.59,15,1,,,,,,,1,,,,1,,,1,,,,,
USW00014765,2006/2/5,,38,56,13.42,28,1,1,,,,,,,,,,,1,,1,,,,,
USW00014765,2006/2/6,,34,41,16.78,28,,,,,,,,,,,,,,,,,,,,
USW00014765,2006/2/7,,27,40,13.65,28,,,,,,,,,,,,,,,,,,,,
USW00014765,2006/2/8,,21,37,7.16,16.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2006/2/9,,22,35,6.04,15,,,,,,,,,,,,,,,,,,,,
USW00014765,2006/2/10,,19,32,8.05,21,,,,,,,,,,,,,,,,,,,,
USW00014765,2006/2/11,,22,33,8.28,23,,,,,,,,,,,,1,,,,,1,,,
USW00014765,2006/2/12,,18,28,19.46,34.9,1,1,,,,,,,1,,,,,,,,1,,,1
USW00014765,2006/2/13,,14,34,10.74,21,,,,,,,,,,,,,,,,,,,,
USW00014765,2006/2/14,,25,41,9.17,17.9,,,,,,,,,,,,,,,,,1,,,
USW00014765,2006/2/15,,27,55,7.83,21.9,1,,,,,,,,,,,,,,,,,,,
USW00014765,2006/2/16,,29,55,5.82,16.1,1,,,,,,,,,,,1,,,,,,,,
USW00014765,2006/2/17,,29,57,18.79,33.1,1,,,,,,,,,,,1,,,1,,,,,
USW00014765,2006/2/18,,14,34,15.21,30,,,,,,,,,,,,,,,,,1,,,
USW00014765,2006/2/19,,10,29,10.07,21,,,,,,,,,,,,,,,,,,,,
USW00014765,2006/2/20,,15,35,7.38,16.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2006/2/21,,21,42,6.93,21,,,,,,,,,,,,,,,,,1,,,
USW00014765,2006/2/22,,23,43,6.49,17.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2006/2/23,,29,42,3.8,15,1,,,,,,,1,,,,1,1,,1,,1,,,
USW00014765,2006/2/24,,25,38,16.78,36,1,,,,,,,,,,,1,,,,,1,,,
USW00014765,2006/2/25,,19,33,7.61,25.9,1,,,,,,,,1,,,1,,,,,1,,,
USW00014765,2006/2/26,,14,28,14.76,25.9,,,,,,,,,,,,,,,,,1,,,
USW00014765,2006/2/27,,11,25,14.32,25.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2006/2/28,,13,31,11.41,23.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2006/3/1,,20,35,10.29,19.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2006/3/2,,20,32,6.49,17,1,1,,,,,,,,,,1,,,,,1,,,1
USW00014765,2006/3/3,,18,29,13.2,25.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2006/3/4,,18,38,13.65,25.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2006/3/5,,26,45,11.41,19.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2006/3/6,,25,39,4.92,14.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2006/3/7,,22,45,5.59,15,,,,,,,,,,,,,,,,,,,,
USW00014765,2006/3/8,,26,46,5.82,13,,,,,,,,,,,,,,,,,,,,
USW00014765,2006/3/9,,33,46,9.17,19.9,,,,1,,,,,,,,,,,1,,,,,
USW00014765,2006/3/10,,42,65,11.41,25.9,1,,,,,,,,,,,1,,,,,,,,
USW00014765,2006/3/11,,41,60,10.51,21,,,,,,,,,,,,,,,,,,,,
USW00014765,2006/3/12,,34,57,5.82,23,1,,,,,,,,,,,1,,,1,,,,,
USW00014765,2006/3/13,,40,55,5.37,17,1,1,,,,,,1,,,,,,,1,,,,1,
USW00014765,2006/3/14,,38,61,11.41,25.1,1,1,,,,,,,,,,,1,,1,,,,,
USW00014765,2006/3/15,,32,45,16.78,32,,,,,,,,,,,,,,,,,1,,,
USW00014765,2006/3/16,,31,45,13.87,25.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2006/3/17,,25,43,10.07,21.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2006/3/18,,22,42,12.3,23.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2006/3/19,,24,38,10.74,23,,,,,,,,,,,,,,,,,1,,,
USW00014765,2006/3/20,,24,38,11.63,25.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2006/3/21,,22,47,7.61,16.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2006/3/22,,30,45,11.41,19.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2006/3/23,,31,57,9.4,17,,,,,,,,,,,,,,,,,,,,
USW00014765,2006/3/24,,33,48,6.04,13,,,,,,,,,,,,,,,,,,,,
USW00014765,2006/3/25,,34,43,11.63,21,,,,,,,,,,,,,,,1,,,,,
USW00014765,2006/3/26,,36,52,10.51,21.9,,,,,,,,,,,,,,,1,,,,,
USW00014765,2006/3/27,,37,58,9.62,19.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2006/3/28,,31,51,7.16,17.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2006/3/29,,30,59,6.49,17.9,1,,,,,,,,,,,1,,,,,,,,
USW00014765,2006/3/30,,37,66,6.93,17,,,,,,,,,,,,,,,,,,,,
USW00014765,2006/3/31,,37,69,11.86,25.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2006/4/1,,46,67,9.62,21.9,,,,,,,,1,,,,,,,1,,,,,
USW00014765,2006/4/2,,46,67,11.86,23,,,,,,,,,,,,,,,,,,,,
USW00014765,2006/4/3,,35,56,7.61,17.9,,,,,,,,,,,,,,,1,,,,,
USW00014765,2006/4/4,,32,52,14.32,28,1,1,,,,,,,,,,,1,,1,,,,,
USW00014765,2006/4/5,,31,41,7.61,17.9,1,,,,,,,,,,,1,,,1,,1,,,
USW00014765,2006/4/6,,31,53,11.41,23,,,,,,,,,,,,,,,,,,,,
USW00014765,2006/4/7,,32,59,9.84,28,1,,,,,,,,,,,1,,,1,,,,,
USW00014765,2006/4/8,,35,56,7.16,21.9,1,,,1,,,,1,,,,,,,1,,1,,,
USW00014765,2006/4/9,,36,52,9.62,19.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2006/4/10,,34,59,8.05,17.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2006/4/11,,35,62,7.61,16.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2006/4/12,,39,66,11.41,23,,,,,,,,,,,,,,,1,,,,,
USW00014765,2006/4/13,,47,68,12.08,25.1,1,,1,,,,,,,,,1,,,1,,,,,
USW00014765,2006/4/14,,43,64,7.83,21.9,1,,,,,,,,,,,1,,,1,,,,,
USW00014765,2006/4/15,,50,68,8.28,19.9,1,1,,,,,,1,,,,,,,1,,,,,
USW00014765,2006/4/16,,49,63,12.53,23,,,,,,,,,,,,,,,,,,,,
USW00014765,2006/4/17,,42,61,9.17,23,,,,,,,,,,,,,,,1,,,,,
USW00014765,2006/4/18,,47,69,11.86,25.1,,,,,,,,,,,,,,,1,,,,,
USW00014765,2006/4/19,,49,72,12.3,30,,,,,,,,,,,,,,,1,,,,,
USW00014765,2006/4/20,,47,73,13.2,23.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2006/4/21,,40,59,9.4,21.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2006/4/22,,37,53,8.28,14.1,,,,,,,,,,,,,,,1,,,,,
USW00014765,2006/4/23,,44,54,9.4,17.9,1,,,,,,,,,,,1,1,,1,,,,,
USW00014765,2006/4/24,,44,51,6.26,16.1,1,,,,,,,,,,,1,1,,1,,,,,
USW00014765,2006/4/25,,43,68,11.41,21.9,1,,,,,,,,,,,1,,,1,,,,,
USW00014765,2006/4/26,,39,57,10.96,23,,,,,,,,,,,,,,,,,,,,
USW00014765,2006/4/27,,38,65,6.71,21,,,,,,,,,,,,,,,,,,,,
USW00014765,2006/4/28,,40,60,9.17,17.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2006/4/29,,39,59,12.3,25.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2006/4/30,,39,66,12.75,25.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2006/5/1,,45,63,20.13,30,,,,,,,,,,,,,,,1,,,,,
USW00014765,2006/5/2,,45,49,16.78,29.1,1,,,,,,,,,,,1,1,,1,,,,,
USW00014765,2006/5/3,,47,53,13.2,19.9,1,,,,,,,,,,,1,1,,1,,,,,
USW00014765,2006/5/4,,51,77,7.61,15,1,,,,,,,,,,,1,,,,,,,,
USW00014765,2006/5/5,,50,81,5.82,17,1,,,,,,,,,,,,,,,,,,,
USW00014765,2006/5/6,,52,72,7.38,17.9,,,,,,,,,,,,,,,1,,,,,
USW00014765,2006/5/7,,46,65,10.29,21,,,,,,,,,,,,,,,,,,,,
USW00014765,2006/5/8,,42,67,7.38,16.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2006/5/9,,48,54,19.69,30,1,,,,,,,,,,,1,,,1,,,,,
USW00014765,2006/5/10,,48,54,17.9,28,1,,,,,,,,,,,1,1,,1,,,,,
USW00014765,2006/5/11,,50,65,9.17,16.1,1,,,,,,,,,,,1,1,,1,,,,,
USW00014765,2006/5/12,,51,61,7.83,15,1,1,,,,,,,,,,1,,,1,,,,,
USW00014765,2006/5/13,,48,59,12.3,23,1,,1,,,,,,,,,1,1,,1,,,,,
USW00014765,2006/5/14,,49,54,11.63,19.9,1,,,,,,,,,,,1,1,,1,,,,,
USW00014765,2006/5/15,,50,58,7.16,15,1,1,,,,,,,,,,,1,,1,,,,,
USW00014765,2006/5/16,,50,59,8.05,23,1,,1,,,,,,,,,1,,,1,,,,,
USW00014765,2006/5/17,,50,70,10.29,21.9,1,,,,,,,1,,,,1,,,,,,,,
USW00014765,2006/5/18,,48,74,9.84,25.1,1,,,,,,,1,,,,1,,,,,,,,
USW00014765,2006/5/19,,52,65,10.29,23.9,1,,1,,,,,,,,,,,,1,,,,,
USW00014765,2006/5/20,,50,68,11.41,25.9,,,,,,,,,,,,,,,1,,,,,
USW00014765,2006/5/21,,44,70,11.63,30,1,,1,,,,,,,,,1,,,1,,,,,
USW00014765,2006/5/22,,44,66,13.42,23,,,,,,,,,,,,,,,,,,,,
USW00014765,2006/5/23,,43,63,11.41,21,,,,,,,,,,,,,,,,,,,,
USW00014765,2006/5/24,,47,72,6.93,19.9,,,,,,,,,,,,,,,1,,,,,
USW00014765,2006/5/25,,45,74,7.38,23,,,,,,,,,,,,,,,,,,,,
USW00014765,2006/5/26,,59,72,6.93,17.9,1,,,,,,,1,,,,1,,,1,,,,,
USW00014765,2006/5/27,,59,80,3.8,14.1,1,,,,,,,1,,,,1,,,1,,,,,
USW00014765,2006/5/28,,61,81,7.16,16.1,1,,,,,,,1,,,,1,,,,,,,,
USW00014765,2006/5/29,,57,82,4.25,14.1,1,,,,,,,1,,,,1,,,1,,,,,
USW00014765,2006/5/30,,58,83,7.38,15,1,,,,,,,1,,,,1,,,,,,,,
USW00014765,2006/5/31,,56,76,8.5,17,1,,,,,,,1,,,,1,,,,,,,,
USW00014765,2006/6/1,,61,87,8.05,17,1,,1,,,,,1,,,,1,,,1,,,,,
USW00014765,2006/6/2,,60,74,6.71,14.1,1,,,,,,,,,,,1,1,,1,,,,,
USW00014765,2006/6/3,,53,62,9.4,21,1,,,,,,,,,,,1,1,,1,,,,,
USW00014765,2006/6/4,,53,64,10.29,21,1,,,,,,,,,,,1,1,,1,,,,,
USW00014765,2006/6/5,,55,72,6.26,14.1,,,,,,,,,,,,,,,1,,,,,
USW00014765,2006/6/6,,56,73,6.26,14.1,1,,,,,,,,,,,1,,,1,,,,,
USW00014765,2006/6/7,,54,59,18.12,31.1,1,,,,,,,,,,,1,1,,1,,,,,
USW00014765,2006/6/8,,54,60,7.61,16.1,1,,,,,,,,,,,1,1,,1,,,,,
USW00014765,2006/6/9,,58,66,5.59,12.1,1,,,,,,,1,,,,,1,,1,,,,,
USW00014765,2006/6/10,,55,65,12.97,23.9,1,,,,,,,,,,,1,,,1,,,,,
USW00014765,2006/6/11,,54,75,12.3,19.9,,,,,,,,,,,,,,,1,,,,,
USW00014765,2006/6/12,,55,76,7.83,14.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2006/6/13,,63,80,5.82,14.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2006/6/14,,60,75,6.04,15,1,,,,,,,1,,,,1,,,,,,,,
USW00014765,2006/6/15,,62,78,10.29,21.9,1,,,,,,,,,,,1,,,1,,,,,
USW00014765,2006/6/16,,58,84,5.37,15,,,,,,,,,,,,,,,,,,,,
USW00014765,2006/6/17,,61,85,8.72,17.9,1,,,,,,,,,,,,,,1,,,,,
USW00014765,2006/6/18,,63,86,7.61,16.1,1,,,,,,,1,,,,1,,,,,,,,
USW00014765,2006/6/19,,66,90,10.29,25.1,1,,,,,,,1,,,,1,,,,,,,,
USW00014765,2006/6/20,,66,87,6.71,17.9,1,,1,,,,,1,,,,1,,,1,,,,,
USW00014765,2006/6/21,,61,81,6.26,17,,,,,,,,,,,,,,,,,,,,
USW00014765,2006/6/22,,60,84,7.38,19.9,1,,,,,,,1,,,,1,,,1,,,,,
USW00014765,2006/6/23,,66,85,6.93,17,1,1,1,,,,,1,,,,,,,1,,,,,
USW00014765,2006/6/24,,68,73,5.82,15,1,,1,,,,,,,,,,1,,1,,,,,
USW00014765,2006/6/25,,68,71,5.14,12.1,1,1,,,,,,,,,,,1,,1,,,,,
USW00014765,2006/6/26,,68,81,8.5,17.9,1,,,,,,,,,,,1,,,1,,,,,
USW00014765,2006/6/27,,70,81,11.41,21,,,,,,,,,,,,,,,,,,,,
USW00014765,2006/6/28,,69,74,12.53,25.1,1,,,,,,,,,,,1,1,,1,,,,,
USW00014765,2006/6/29,,69,76,7.83,15,1,,1,,,,,,,,,1,1,,1,,,,,
USW00014765,2006/6/30,,67,81,10.51,17.9,1,,1,,,,,,,,,1,,,1,,,,,
USW00014765,2006/7/1,,62,83,11.18,21.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2006/7/2,,68,85,14.09,23.9,,,,,,,,1,,,,,,,,,,,,
USW00014765,2006/7/3,,71,85,8.5,17,,,,,,,,1,,,,1,,,1,,,,,
USW00014765,2006/7/4,,69,88,7.16,17,1,,1,,,,,1,,,,1,,,1,,,,,
USW00014765,2006/7/5,,70,79,5.59,12.1,1,,1,,,,,1,,,,1,,,1,,,,,
USW00014765,2006/7/6,,64,76,4.92,12.1,1,,,,,,,,,,,1,,,1,,,,,
USW00014765,2006/7/7,,59,81,5.82,14.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2006/7/8,,65,82,4.92,17,,,,,,,,,,,,,,,,,,,,
USW00014765,2006/7/9,,65,85,9.4,19.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2006/7/10,,66,83,10.96,23,1,,,,,,,,,,,1,,,1,,,,,
USW00014765,2006/7/11,,68,85,10.29,23.9,1,,,,,,,1,,,,1,,,,,,,,
USW00014765,2006/7/12,,71,80,6.93,16.1,1,,,,,,,1,,,,1,,,1,,,,,
USW00014765,2006/7/13,,65,81,8.72,19.9,1,,,,,,,1,,,,1,,,1,,,,,
USW00014765,2006/7/14,,63,89,7.83,17,1,,,,,,,,,,,,,,,,,,,
USW00014765,2006/7/15,,66,82,6.49,17,,,,,,,,,,,,,,,,,,,,
USW00014765,2006/7/16,,69,87,5.14,15,1,,,,,,,,,,,1,,,,,,,,
USW00014765,2006/7/17,,70,92,5.82,14.1,1,,,,,,,1,,,,1,,,,,,,,
USW00014765,2006/7/18,,70,96,6.93,38.9,1,,1,,,,,1,,,,,,,1,,,,,
USW00014765,2006/7/19,,68,84,8.05,23,1,,1,,,,,,,,,1,,,1,,,,,
USW00014765,2006/7/20,,65,81,9.84,17.9,1,,,,,,,1,,,,1,1,,1,,,,,
USW00014765,2006/7/21,,71,85,10.07,19.9,1,,,,,,,1,,,,1,,,1,,,,,
USW00014765,2006/7/22,,73,80,10.51,23,1,,,,,,,1,,,,,1,,1,,,,,
USW00014765,2006/7/23,,69,79,8.05,19.9,,,,,,,,,,,,,,,1,,,,,
USW00014765,2006/7/24,,63,83,7.38,17,,,,,,,,,,,,,,,,,,,,
USW00014765,2006/7/25,,67,84,9.84,21,,,,,,,,,,,,,,,,,,,,
USW00014765,2006/7/26,,68,85,8.28,17,,,,,,,,,,,,,,,,,,,,
USW00014765,2006/7/27,,70,89,10.29,21.9,1,,,,,,,1,,,,1,,,,,,,,
USW00014765,2006/7/28,,73,90,10.51,34.9,1,,1,,,,,1,,,,1,,,1,,,,,
USW00014765,2006/7/29,,70,91,10.51,19.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2006/7/30,,69,90,8.05,15,,,,,,,,,,,,,,,,,,,,
USW00014765,2006/7/31,,67,90,6.71,14.1,1,,,,,,,1,,,,1,,,,,,,,
USW00014765,2006/8/1,,75,97,9.4,17,,,,,,,,1,,,,,,,,,,,,
USW00014765,2006/8/2,,76,100,9.17,31.1,,,1,,,,,,,,,,,,1,,,,,
USW00014765,2006/8/3,,71,98,8.95,17,,,1,,,,,1,,,,,,,1,,,,,
USW00014765,2006/8/4,,69,82,5.37,14.1,1,,1,,,,,1,,,,1,,,1,,,,,
